"invoice_id","branch","city","category","unit_price","quantity","date","time","payment_method","rating","profit_margin","total_price","shift","day_name","unit_price_diff_from_cat_avg"
"1659","WALM060","DeSoto","Home and lifestyle","26","1","2021-06-08","22:06:00","Ewallet","5","0.33","26","Evening","Tuesday","-24.44"
"1660","WALM030","Richardson","Fashion accessories","28","2","2022-03-05","21:56:00","Ewallet","4","0.48","56","Evening","Saturday","-22.12"
"1661","WALM046","Temple","Home and lifestyle","75","1","2022-12-11","21:51:00","Ewallet","7","0.48","75","Evening","Sunday","24.56"
"1662","WALM100","Canyon","Fashion accessories","18","2","2020-02-20","9:22:00","Ewallet","7","0.18","36","Morning","Thursday","-32.12"
"1663","WALM040","Edinburg","Home and lifestyle","30","1","2023-04-21","10:01:00","Ewallet","8","0.48","30","Morning","Friday","-20.44"
"1664","WALM018","Frisco","Fashion accessories","18","2","2021-09-19","6:30:00","Ewallet","7","0.48","36","Morning","Sunday","-32.12"
"1665","WALM087","Waxahachie","Home and lifestyle","34","2","2022-02-17","14:14:00","Ewallet","4","0.33","68","Afternoon","Thursday","-16.44"
"1666","WALM030","Richardson","Fashion accessories","59","1","2023-02-09","12:45:00","Ewallet","8","0.48","59","Afternoon","Thursday","8.88"
"1667","WALM041","Mission","Home and lifestyle","36","3","2020-08-28","14:37:00","Ewallet","8","0.48","108","Afternoon","Friday","-14.44"
"1668","WALM022","Mesquite","Fashion accessories","45","1","2022-06-28","13:22:00","Ewallet","6","0.48","45","Afternoon","Tuesday","-5.12"
"1669","WALM045","Missouri City","Home and lifestyle","23","1","2022-04-26","18:42:00","Credit card","7","0.48","23","Evening","Tuesday","-27.44"
"1670","WALM097","Alice","Fashion accessories","19","2","2020-02-10","12:30:00","Ewallet","4","0.18","38","Afternoon","Monday","-31.12"
"1671","WALM020","Killeen","Home and lifestyle","21","2","2022-02-22","15:26:00","Ewallet","5","0.48","42","Afternoon","Tuesday","-29.44"
"1672","WALM048","Harlingen","Fashion accessories","53","3","2022-06-08","17:13:00","Ewallet","6","0.48","159","Evening","Wednesday","2.88"
"1673","WALM028","Odessa","Home and lifestyle","30","1","2023-02-28","19:19:00","Ewallet","7","0.48","30","Evening","Tuesday","-20.44"
"1674","WALM088","Cleburne","Fashion accessories","47","3","2020-12-20","9:36:00","Ewallet","5","0.33","141","Morning","Sunday","-3.12"
"1675","WALM085","Kerrville","Home and lifestyle","20","1","2023-11-14","18:37:00","Ewallet","6","0.33","20","Evening","Tuesday","-30.44"
"1676","WALM036","Allen","Fashion accessories","24","3","2023-08-17","6:17:00","Ewallet","9","0.48","72","Morning","Thursday","-26.12"
"1677","WALM094","Alamo","Home and lifestyle","49","2","2023-09-22","10:18:00","Ewallet","8","0.33","98","Morning","Friday","-1.44"
"1678","WALM010","Laredo","Fashion accessories","25","3","2021-06-12","20:35:00","Ewallet","8","0.48","75","Evening","Saturday","-25.12"
"1679","WALM001","Houston","Home and lifestyle","80","1","2022-07-10","19:11:00","Ewallet","8","0.36","80","Evening","Sunday","29.56"
"1680","WALM060","DeSoto","Fashion accessories","23","3","2020-04-09","9:18:00","Ewallet","5","0.33","69","Morning","Thursday","-27.12"
"1681","WALM040","Edinburg","Home and lifestyle","18","1","2022-06-07","11:04:00","Ewallet","4","0.48","18","Morning","Tuesday","-32.44"
"1682","WALM057","Euless","Fashion accessories","66","2","2020-10-26","7:05:00","Ewallet","8","0.33","132","Morning","Monday","15.88"
"1683","WALM051","New Braunfels","Home and lifestyle","35","2","2020-02-08","19:02:00","Ewallet","6","0.48","70","Evening","Saturday","-15.44"
"1684","WALM090","Brownwood","Fashion accessories","81","3","2023-11-28","11:06:00","Ewallet","5","0.33","243","Morning","Tuesday","30.88"
"1685","WALM047","Flower Mound","Home and lifestyle","70","3","2021-10-19","16:05:00","Ewallet","8","0.48","210","Afternoon","Tuesday","19.56"
"1686","WALM051","New Braunfels","Fashion accessories","24","3","2022-10-24","11:48:00","Ewallet","8","0.48","72","Morning","Monday","-26.12"
"1687","WALM048","Harlingen","Home and lifestyle","77","1","2023-08-25","22:06:00","Ewallet","7","0.48","77","Evening","Friday","26.56"
"1688","WALM083","Farmers Branch","Fashion accessories","48","3","2023-02-13","12:28:00","Ewallet","9","0.33","144","Afternoon","Monday","-2.12"
"1689","WALM068","Burleson","Home and lifestyle","33","2","2023-03-03","18:38:00","Ewallet","7","0.33","66","Evening","Friday","-17.44"
"1690","WALM037","League City","Fashion accessories","59","3","2023-12-12","21:15:00","Ewallet","5","0.48","177","Evening","Tuesday","8.88"
"1691","WALM061","Cedar Park","Home and lifestyle","84","1","2022-03-17","18:24:00","Ewallet","9","0.33","84","Evening","Thursday","33.56"
"1692","WALM095","Big Spring","Fashion accessories","58","1","2021-06-21","17:12:00","Ewallet","6","0.33","58","Evening","Monday","7.88"
"1693","WALM002","Dallas","Home and lifestyle","59","3","2023-02-07","9:59:00","Ewallet","5","0.36","177","Morning","Tuesday","8.56"
"1694","WALM063","Georgetown","Fashion accessories","54","2","2020-08-05","17:17:00","Ewallet","9","0.33","108","Evening","Wednesday","3.88"
"1695","WALM062","Galveston","Home and lifestyle","85","2","2022-03-19","15:10:00","Ewallet","8","0.33","170","Afternoon","Saturday","34.56"
"1696","WALM076","Huntsville","Fashion accessories","85","1","2020-07-28","20:12:00","Ewallet","8","0.33","85","Evening","Tuesday","34.88"
"1697","WALM052","Mansfield","Home and lifestyle","58","3","2020-09-15","13:34:00","Ewallet","7","0.57","174","Afternoon","Tuesday","7.56"
"1698","WALM005","Fort Worth","Fashion accessories","47","1","2021-10-25","6:38:00","Ewallet","5","0.48","47","Morning","Monday","-3.12"
"1699","WALM052","Mansfield","Home and lifestyle","19","1","2022-02-12","13:30:00","Ewallet","6","0.57","19","Afternoon","Saturday","-31.44"
"1700","WALM027","Abilene","Fashion accessories","70","3","2021-11-18","10:19:00","Ewallet","9","0.48","210","Morning","Thursday","19.88"
"1701","WALM036","Allen","Home and lifestyle","24","3","2023-11-06","17:37:00","Ewallet","4","0.48","72","Evening","Monday","-26.44"
"1702","WALM017","McKinney","Fashion accessories","47","1","2023-07-29","19:01:00","Ewallet","7","0.48","47","Evening","Saturday","-3.12"
"1703","WALM036","Allen","Home and lifestyle","42","2","2021-04-06","22:44:00","Ewallet","6","0.48","84","Evening","Tuesday","-8.44"
"1704","WALM037","League City","Fashion accessories","17","1","2023-03-01","17:20:00","Ewallet","4","0.48","17","Evening","Wednesday","-33.12"
"1705","WALM024","Carrollton","Home and lifestyle","77","3","2023-11-25","13:36:00","Ewallet","9","0.48","231","Afternoon","Saturday","26.56"
"1706","WALM001","Houston","Fashion accessories","44","2","2023-04-14","11:28:00","Ewallet","9","0.36","88","Morning","Friday","-6.12"
"1707","WALM068","Burleson","Home and lifestyle","67","3","2023-10-19","16:14:00","Ewallet","6","0.33","201","Afternoon","Thursday","16.56"
"1708","WALM041","Mission","Fashion accessories","34","1","2022-11-14","16:55:00","Ewallet","8","0.48","34","Afternoon","Monday","-16.12"
"1709","WALM079","La Porte","Home and lifestyle","78","1","2023-08-13","19:51:00","Ewallet","5","0.33","78","Evening","Sunday","27.56"
"1710","WALM011","Lubbock","Fashion accessories","25","1","2021-01-14","14:57:00","Ewallet","9","0.48","25","Afternoon","Thursday","-25.12"
"1711","WALM051","New Braunfels","Home and lifestyle","49","1","2022-05-30","15:03:00","Ewallet","7","0.48","49","Afternoon","Monday","-1.44"
"1712","WALM069","Rockwall","Fashion accessories","52","2","2022-11-04","20:10:00","Ewallet","4","0.33","104","Evening","Friday","1.88"
"1713","WALM062","Galveston","Home and lifestyle","73","1","2023-08-16","13:05:00","Ewallet","8","0.33","73","Afternoon","Wednesday","22.56"
"1714","WALM007","Arlington","Fashion accessories","26","2","2022-05-17","22:40:00","Ewallet","5","0.48","52","Evening","Tuesday","-24.12"
"1715","WALM037","League City","Home and lifestyle","52","2","2021-01-26","8:14:00","Ewallet","6","0.48","104","Morning","Tuesday","1.56"
"1716","WALM024","Carrollton","Fashion accessories","39","3","2023-03-28","17:08:00","Ewallet","6","0.48","117","Evening","Tuesday","-11.12"
"1717","WALM006","El Paso","Home and lifestyle","50","3","2023-09-21","6:35:00","Ewallet","6","0.48","150","Morning","Thursday","-0.44"
"1718","WALM006","El Paso","Fashion accessories","37","3","2022-09-08","17:27:00","Ewallet","7","0.48","111","Evening","Thursday","-13.12"
"1719","WALM063","Georgetown","Home and lifestyle","59","3","2023-07-02","9:24:00","Ewallet","9","0.33","177","Morning","Sunday","8.56"
"1720","WALM069","Rockwall","Fashion accessories","53","2","2020-07-02","12:54:00","Ewallet","7","0.33","106","Afternoon","Thursday","2.88"
"1721","WALM020","Killeen","Home and lifestyle","64","3","2021-04-17","13:53:00","Ewallet","7","0.48","192","Afternoon","Saturday","13.56"
"1722","WALM017","McKinney","Fashion accessories","59","3","2020-09-04","12:28:00","Ewallet","9","0.48","177","Afternoon","Friday","8.88"
"1723","WALM098","Mineral Wells","Home and lifestyle","68","1","2020-02-15","11:16:00","Ewallet","5","0.18","68","Morning","Saturday","17.56"
"1724","WALM069","Rockwall","Fashion accessories","55","2","2022-05-14","21:50:00","Ewallet","7","0.33","110","Evening","Saturday","4.88"
"1725","WALM098","Mineral Wells","Home and lifestyle","39","2","2023-03-22","14:52:00","Ewallet","6","0.18","78","Afternoon","Wednesday","-11.44"
"1726","WALM079","La Porte","Fashion accessories","82","1","2022-03-22","17:06:00","Ewallet","8","0.33","82","Evening","Tuesday","31.88"
"1727","WALM059","Pflugerville","Home and lifestyle","61","3","2022-12-30","21:45:00","Ewallet","8","0.33","183","Evening","Friday","10.56"
"1728","WALM022","Mesquite","Fashion accessories","28","3","2023-07-04","18:34:00","Ewallet","9","0.48","84","Evening","Tuesday","-22.12"
"1729","WALM022","Mesquite","Home and lifestyle","61","1","2021-02-11","16:54:00","Ewallet","4","0.48","61","Afternoon","Thursday","10.56"
"1730","WALM006","El Paso","Fashion accessories","84","1","2021-04-21","21:52:00","Ewallet","9","0.48","84","Evening","Wednesday","33.88"
"1731","WALM017","McKinney","Home and lifestyle","58","1","2021-12-20","13:57:00","Ewallet","8","0.48","58","Afternoon","Monday","7.56"
"1732","WALM015","Grand Prairie","Fashion accessories","41","1","2022-04-01","11:04:00","Ewallet","4","0.48","41","Morning","Friday","-9.12"
"1733","WALM053","Conroe","Home and lifestyle","20","1","2020-10-15","21:37:00","Ewallet","5","0.57","20","Evening","Thursday","-30.44"
"1734","WALM033","Pearland","Fashion accessories","31","1","2023-06-08","20:37:00","Ewallet","4","0.48","31","Evening","Thursday","-19.12"
"1735","WALM045","Missouri City","Home and lifestyle","85","2","2022-10-03","8:19:00","Credit card","8","0.48","170","Morning","Monday","34.56"
"1736","WALM002","Dallas","Fashion accessories","54","1","2021-10-14","7:43:00","Ewallet","5","0.36","54","Morning","Thursday","3.88"
"1737","WALM071","Lufkin","Home and lifestyle","20","3","2020-05-23","15:22:00","Ewallet","4","0.33","60","Afternoon","Saturday","-30.44"
"1738","WALM077","Coppell","Fashion accessories","43","3","2020-11-27","6:05:00","Ewallet","6","0.33","129","Morning","Friday","-7.12"
"1739","WALM071","Lufkin","Home and lifestyle","54","1","2022-10-10","22:03:00","Ewallet","7","0.33","54","Evening","Monday","3.56"
"1740","WALM093","Angleton","Fashion accessories","51","3","2022-10-09","18:02:00","Ewallet","7","0.33","153","Evening","Sunday","0.88"
"1741","WALM005","Fort Worth","Home and lifestyle","45","3","2021-08-11","9:06:00","Ewallet","9","0.48","135","Morning","Wednesday","-5.44"
"1742","WALM019","Pasadena","Fashion accessories","40","1","2023-01-19","12:07:00","Ewallet","6","0.48","40","Afternoon","Thursday","-10.12"
"1743","WALM083","Farmers Branch","Home and lifestyle","29","2","2023-01-05","16:14:00","Ewallet","8","0.33","58","Afternoon","Thursday","-21.44"
"1744","WALM092","Lake Jackson","Fashion accessories","63","2","2021-12-09","14:20:00","Ewallet","7","0.33","126","Afternoon","Thursday","12.88"
"1745","WALM015","Grand Prairie","Home and lifestyle","41","1","2021-08-10","13:54:00","Ewallet","9","0.48","41","Afternoon","Tuesday","-9.44"
"1746","WALM005","Fort Worth","Fashion accessories","67","2","2023-02-09","21:00:00","Ewallet","8","0.48","134","Evening","Thursday","16.88"
"1747","WALM033","Pearland","Home and lifestyle","74","3","2022-08-16","18:53:00","Ewallet","5","0.48","222","Evening","Tuesday","23.56"
"1748","WALM026","Denton","Fashion accessories","52","2","2021-05-03","8:59:00","Ewallet","9","0.48","104","Morning","Monday","1.88"
"1797","WALM091","Little Elm","Home and lifestyle","24","2","2023-08-27","18:13:00","Ewallet","7","0.33","48","Evening","Sunday","-26.44"
"1749","WALM076","Huntsville","Home and lifestyle","57","1","2020-09-17","14:27:00","Ewallet","9","0.33","57","Afternoon","Thursday","6.56"
"1750","WALM052","Mansfield","Fashion accessories","30","3","2020-07-27","13:12:00","Ewallet","9","0.57","90","Afternoon","Monday","-20.12"
"1751","WALM096","Eagle Pass","Home and lifestyle","74","3","2021-11-05","19:28:00","Ewallet","4","0.33","222","Evening","Friday","23.56"
"1752","WALM080","Nacogdoches","Fashion accessories","76","1","2023-08-08","6:21:00","Ewallet","9","0.33","76","Morning","Tuesday","25.88"
"1753","WALM052","Mansfield","Home and lifestyle","47","3","2020-10-06","6:54:00","Ewallet","8","0.57","141","Morning","Tuesday","-3.44"
"1754","WALM071","Lufkin","Fashion accessories","26","3","2023-02-27","6:04:00","Ewallet","9","0.33","78","Morning","Monday","-24.12"
"1755","WALM047","Flower Mound","Home and lifestyle","25","1","2022-05-22","8:37:00","Ewallet","9","0.48","25","Morning","Sunday","-25.44"
"1756","WALM040","Edinburg","Fashion accessories","73","1","2020-05-05","16:07:00","Ewallet","9","0.48","73","Afternoon","Tuesday","22.88"
"1757","WALM081","Friendswood","Home and lifestyle","28","1","2021-12-16","12:03:00","Ewallet","4","0.33","28","Afternoon","Thursday","-22.44"
"1758","WALM072","Lancaster","Fashion accessories","59","1","2021-02-16","9:16:00","Ewallet","8","0.33","59","Morning","Tuesday","8.88"
"1759","WALM026","Denton","Home and lifestyle","68","2","2022-01-18","11:38:00","Ewallet","8","0.48","136","Morning","Tuesday","17.56"
"1760","WALM093","Angleton","Fashion accessories","35","3","2021-04-13","7:30:00","Ewallet","4","0.33","105","Morning","Tuesday","-15.12"
"1761","WALM077","Coppell","Home and lifestyle","38","3","2022-06-03","8:05:00","Ewallet","8","0.33","114","Morning","Friday","-12.44"
"1762","WALM091","Little Elm","Fashion accessories","25","2","2021-11-23","11:26:00","Ewallet","6","0.33","50","Morning","Tuesday","-25.12"
"1763","WALM008","Corpus Christi","Home and lifestyle","47","2","2021-07-12","14:18:00","Ewallet","4","0.48","94","Afternoon","Monday","-3.44"
"1764","WALM092","Lake Jackson","Fashion accessories","34","2","2022-10-18","19:54:00","Ewallet","6","0.33","68","Evening","Tuesday","-16.12"
"1765","WALM079","La Porte","Home and lifestyle","70","2","2020-04-14","10:23:00","Ewallet","4","0.33","140","Morning","Tuesday","19.56"
"1766","WALM085","Kerrville","Fashion accessories","75","2","2020-02-28","9:19:00","Ewallet","8","0.33","150","Morning","Friday","24.88"
"1767","WALM083","Farmers Branch","Home and lifestyle","57","1","2020-01-30","14:17:00","Ewallet","6","0.33","57","Afternoon","Thursday","6.56"
"1768","WALM100","Canyon","Fashion accessories","83","1","2020-12-08","21:26:00","Ewallet","6","0.18","83","Evening","Tuesday","32.88"
"1769","WALM021","McAllen","Home and lifestyle","21","1","2021-03-04","13:31:00","Ewallet","4","0.48","21","Afternoon","Thursday","-29.44"
"1770","WALM016","Brownsville","Fashion accessories","61","2","2023-11-29","20:59:00","Ewallet","9","0.48","122","Evening","Wednesday","10.88"
"1771","WALM037","League City","Home and lifestyle","38","2","2023-02-02","13:11:00","Ewallet","7","0.48","76","Afternoon","Thursday","-12.44"
"1772","WALM053","Conroe","Fashion accessories","72","2","2021-01-29","8:40:00","Ewallet","8","0.57","144","Morning","Friday","21.88"
"1773","WALM039","Longview","Home and lifestyle","67","3","2023-06-14","17:10:00","Ewallet","7","0.48","201","Evening","Wednesday","16.56"
"1774","WALM068","Burleson","Fashion accessories","77","3","2021-12-06","7:07:00","Ewallet","7","0.33","231","Morning","Monday","26.88"
"1775","WALM044","Pharr","Home and lifestyle","32","3","2020-04-01","16:10:00","Ewallet","6","0.48","96","Afternoon","Wednesday","-18.44"
"1776","WALM071","Lufkin","Fashion accessories","84","3","2021-02-24","13:58:00","Ewallet","8","0.33","252","Afternoon","Wednesday","33.88"
"1777","WALM004","Austin","Home and lifestyle","73","3","2021-07-30","21:22:00","Ewallet","7","0.48","219","Evening","Friday","22.56"
"1778","WALM083","Farmers Branch","Fashion accessories","71","3","2021-12-29","17:31:00","Ewallet","5","0.33","213","Evening","Wednesday","20.88"
"1779","WALM044","Pharr","Home and lifestyle","42","1","2023-04-02","13:13:00","Ewallet","6","0.48","42","Afternoon","Sunday","-8.44"
"1780","WALM042","Bryan","Fashion accessories","55","2","2020-08-26","9:16:00","Ewallet","9","0.48","110","Morning","Wednesday","4.88"
"1781","WALM016","Brownsville","Home and lifestyle","68","1","2021-12-10","18:50:00","Ewallet","7","0.48","68","Evening","Friday","17.56"
"1782","WALM059","Pflugerville","Fashion accessories","40","2","2020-10-03","20:08:00","Ewallet","6","0.33","80","Evening","Saturday","-10.12"
"1783","WALM047","Flower Mound","Home and lifestyle","72","3","2022-10-31","21:50:00","Ewallet","6","0.48","216","Evening","Monday","21.56"
"1784","WALM036","Allen","Fashion accessories","53","1","2020-11-30","9:30:00","Ewallet","7","0.48","53","Morning","Monday","2.88"
"1785","WALM044","Pharr","Home and lifestyle","16","3","2023-05-23","6:16:00","Ewallet","5","0.48","48","Morning","Tuesday","-34.44"
"1786","WALM096","Eagle Pass","Fashion accessories","29","1","2020-01-27","14:50:00","Ewallet","6","0.18","29","Afternoon","Monday","-21.12"
"1787","WALM090","Brownwood","Home and lifestyle","24","1","2023-03-14","17:14:00","Ewallet","7","0.33","24","Evening","Tuesday","-26.44"
"1788","WALM097","Alice","Fashion accessories","43","1","2023-10-30","12:15:00","Ewallet","8","0.18","43","Afternoon","Monday","-7.12"
"1789","WALM008","Corpus Christi","Home and lifestyle","75","3","2020-03-25","7:45:00","Ewallet","8","0.48","225","Morning","Wednesday","24.56"
"1790","WALM024","Carrollton","Fashion accessories","59","2","2020-05-25","22:58:00","Ewallet","8","0.48","118","Evening","Monday","8.88"
"1791","WALM010","Laredo","Home and lifestyle","28","1","2021-11-25","18:20:00","Ewallet","8","0.48","28","Evening","Thursday","-22.44"
"1792","WALM009","Plano","Fashion accessories","16","1","2022-01-23","18:19:00","Ewallet","9","0.48","16","Evening","Sunday","-34.12"
"1793","WALM085","Kerrville","Home and lifestyle","19","1","2022-06-04","20:16:00","Ewallet","5","0.33","19","Evening","Saturday","-31.44"
"1794","WALM024","Carrollton","Fashion accessories","75","2","2021-07-11","8:01:00","Ewallet","6","0.48","150","Morning","Sunday","24.88"
"1795","WALM079","La Porte","Home and lifestyle","27","3","2020-08-26","11:24:00","Ewallet","7","0.33","81","Morning","Wednesday","-23.44"
"1796","WALM096","Eagle Pass","Fashion accessories","75","3","2022-05-06","14:27:00","Ewallet","6","0.18","225","Afternoon","Friday","24.88"
"1798","WALM011","Lubbock","Fashion accessories","33","3","2020-07-24","10:27:00","Ewallet","7","0.48","99","Morning","Friday","-17.12"
"1799","WALM027","Abilene","Home and lifestyle","74","1","2023-09-27","12:39:00","Ewallet","6","0.48","74","Afternoon","Wednesday","23.56"
"1800","WALM036","Allen","Fashion accessories","77","2","2023-06-17","6:08:00","Ewallet","6","0.48","154","Morning","Saturday","26.88"
"1801","WALM047","Flower Mound","Home and lifestyle","61","2","2020-08-29","11:29:00","Ewallet","6","0.48","122","Morning","Saturday","10.56"
"1802","WALM030","Richardson","Fashion accessories","28","3","2023-01-18","10:03:00","Ewallet","8","0.48","84","Morning","Wednesday","-22.12"
"1803","WALM006","El Paso","Home and lifestyle","45","3","2020-12-21","9:43:00","Ewallet","6","0.48","135","Morning","Monday","-5.44"
"1804","WALM042","Bryan","Fashion accessories","40","1","2020-03-19","16:51:00","Ewallet","7","0.48","40","Afternoon","Thursday","-10.12"
"1805","WALM077","Coppell","Home and lifestyle","16","1","2023-12-27","19:49:00","Ewallet","5","0.33","16","Evening","Wednesday","-34.44"
"1806","WALM043","Baytown","Fashion accessories","44","2","2021-08-12","12:26:00","Ewallet","7","0.48","88","Afternoon","Thursday","-6.12"
"1807","WALM062","Galveston","Home and lifestyle","49","1","2023-03-14","10:44:00","Ewallet","9","0.33","49","Morning","Tuesday","-1.44"
"1808","WALM024","Carrollton","Fashion accessories","74","3","2021-06-22","7:04:00","Ewallet","8","0.48","222","Morning","Tuesday","23.88"
"1809","WALM008","Corpus Christi","Home and lifestyle","23","1","2023-12-05","17:04:00","Ewallet","5","0.48","23","Evening","Tuesday","-27.44"
"1810","WALM076","Huntsville","Fashion accessories","46","3","2023-11-12","19:23:00","Ewallet","7","0.33","138","Evening","Sunday","-4.12"
"1811","WALM041","Mission","Home and lifestyle","47","3","2021-05-09","18:54:00","Ewallet","7","0.48","141","Evening","Sunday","-3.44"
"1812","WALM081","Friendswood","Fashion accessories","58","1","2020-07-02","19:15:00","Ewallet","5","0.33","58","Evening","Thursday","7.88"
"1813","WALM044","Pharr","Home and lifestyle","77","1","2022-06-01","8:04:00","Ewallet","8","0.48","77","Morning","Wednesday","26.56"
"1814","WALM047","Flower Mound","Fashion accessories","26","2","2021-09-19","20:21:00","Ewallet","5","0.48","52","Evening","Sunday","-24.12"
"1815","WALM036","Allen","Home and lifestyle","24","1","2023-10-09","6:11:00","Ewallet","8","0.48","24","Morning","Monday","-26.44"
"1816","WALM097","Alice","Fashion accessories","46","2","2023-04-20","7:10:00","Ewallet","6","0.18","92","Morning","Thursday","-4.12"
"1817","WALM076","Huntsville","Home and lifestyle","15","3","2020-11-04","15:12:00","Ewallet","9","0.33","45","Afternoon","Wednesday","-35.44"
"1818","WALM070","Hurst","Fashion accessories","27","1","2021-06-01","10:14:00","Ewallet","4","0.33","27","Morning","Tuesday","-23.12"
"1819","WALM031","Lewisville","Home and lifestyle","68","2","2020-12-20","9:25:00","Ewallet","6","0.48","136","Morning","Sunday","17.56"
"1820","WALM009","Plano","Fashion accessories","64","2","2021-03-16","13:36:00","Ewallet","5","0.48","128","Afternoon","Tuesday","13.88"
"1821","WALM091","Little Elm","Home and lifestyle","40","3","2021-03-10","8:54:00","Ewallet","7","0.33","120","Morning","Wednesday","-10.44"
"1822","WALM048","Harlingen","Fashion accessories","15","3","2021-04-20","16:05:00","Ewallet","4","0.48","45","Afternoon","Tuesday","-35.12"
"1823","WALM042","Bryan","Home and lifestyle","73","3","2023-02-08","17:16:00","Ewallet","5","0.48","219","Evening","Wednesday","22.56"
"1824","WALM097","Alice","Fashion accessories","45","2","2021-05-25","19:00:00","Ewallet","8","0.18","90","Evening","Tuesday","-5.12"
"1825","WALM005","Fort Worth","Home and lifestyle","44","3","2022-02-26","18:32:00","Ewallet","9","0.48","132","Evening","Saturday","-6.44"
"1826","WALM016","Brownsville","Fashion accessories","56","2","2023-07-28","16:20:00","Ewallet","8","0.48","112","Afternoon","Friday","5.88"
"1827","WALM026","Denton","Home and lifestyle","17","1","2020-01-11","6:59:00","Ewallet","5","0.48","17","Morning","Saturday","-33.44"
"1828","WALM002","Dallas","Fashion accessories","38","3","2022-06-25","18:43:00","Ewallet","7","0.36","114","Evening","Saturday","-12.12"
"1829","WALM063","Georgetown","Home and lifestyle","73","3","2021-12-25","7:31:00","Ewallet","7","0.33","219","Morning","Saturday","22.56"
"1830","WALM001","Houston","Fashion accessories","30","1","2020-01-27","19:13:00","Ewallet","5","0.36","30","Evening","Monday","-20.12"
"1831","WALM008","Corpus Christi","Home and lifestyle","76","1","2022-01-20","15:44:00","Ewallet","4","0.48","76","Afternoon","Thursday","25.56"
"1832","WALM053","Conroe","Fashion accessories","75","2","2023-11-17","20:39:00","Ewallet","9","0.57","150","Evening","Friday","24.88"
"1833","WALM076","Huntsville","Home and lifestyle","42","1","2020-03-04","7:03:00","Ewallet","5","0.33","42","Morning","Wednesday","-8.44"
"1834","WALM027","Abilene","Fashion accessories","81","3","2023-01-17","9:32:00","Ewallet","8","0.48","243","Morning","Tuesday","30.88"
"1835","WALM034","College Station","Home and lifestyle","39","3","2021-01-27","8:56:00","Ewallet","9","0.48","117","Morning","Wednesday","-11.44"
"1836","WALM072","Lancaster","Fashion accessories","70","2","2020-09-19","8:48:00","Ewallet","8","0.33","140","Morning","Saturday","19.88"
"1837","WALM083","Farmers Branch","Home and lifestyle","33","2","2022-08-29","13:30:00","Ewallet","9","0.33","66","Afternoon","Monday","-17.44"
"1838","WALM016","Brownsville","Fashion accessories","46","1","2020-05-21","20:26:00","Ewallet","7","0.48","46","Evening","Thursday","-4.12"
"1839","WALM019","Pasadena","Home and lifestyle","28","2","2020-09-07","16:06:00","Ewallet","7","0.48","56","Afternoon","Monday","-22.44"
"1840","WALM080","Nacogdoches","Fashion accessories","80","2","2020-02-22","22:13:00","Ewallet","8","0.33","160","Evening","Saturday","29.88"
"1841","WALM015","Grand Prairie","Home and lifestyle","24","2","2023-07-28","11:58:00","Ewallet","6","0.48","48","Morning","Friday","-26.44"
"1842","WALM058","Port Arthur","Fashion accessories","59","3","2020-04-04","6:34:00","Ewallet","9","0.33","177","Morning","Saturday","8.88"
"1843","WALM066","Grapevine","Home and lifestyle","72","2","2023-07-13","13:09:00","Ewallet","4","0.33","144","Afternoon","Thursday","21.56"
"1844","WALM081","Friendswood","Fashion accessories","36","2","2021-07-26","16:36:00","Ewallet","7","0.33","72","Afternoon","Monday","-14.12"
"1972","WALM069","Rockwall","Fashion accessories","62","3","2021-06-15","19:15:00","Ewallet","4","0.33","186","Evening","Tuesday","11.88"
"1845","WALM028","Odessa","Home and lifestyle","62","2","2022-03-06","13:31:00","Ewallet","9","0.48","124","Afternoon","Sunday","11.56"
"1846","WALM090","Brownwood","Fashion accessories","79","1","2023-09-29","9:44:00","Ewallet","8","0.33","79","Morning","Friday","28.88"
"1847","WALM036","Allen","Home and lifestyle","61","1","2020-01-24","9:08:00","Ewallet","4","0.48","61","Morning","Friday","10.56"
"1848","WALM031","Lewisville","Fashion accessories","75","3","2022-08-04","16:28:00","Ewallet","6","0.48","225","Afternoon","Thursday","24.88"
"1849","WALM034","College Station","Home and lifestyle","33","1","2021-11-12","22:55:00","Ewallet","6","0.48","33","Evening","Friday","-17.44"
"1850","WALM043","Baytown","Fashion accessories","67","2","2021-01-13","6:45:00","Ewallet","6","0.48","134","Morning","Wednesday","16.88"
"1851","WALM019","Pasadena","Home and lifestyle","72","3","2023-08-20","8:49:00","Ewallet","4","0.48","216","Morning","Sunday","21.56"
"1852","WALM080","Nacogdoches","Fashion accessories","75","1","2023-11-14","8:15:00","Ewallet","7","0.33","75","Morning","Tuesday","24.88"
"1853","WALM043","Baytown","Home and lifestyle","22","2","2022-09-23","20:10:00","Ewallet","6","0.48","44","Evening","Friday","-28.44"
"1854","WALM051","New Braunfels","Fashion accessories","30","2","2022-02-01","15:12:00","Ewallet","9","0.48","60","Afternoon","Tuesday","-20.12"
"1855","WALM015","Grand Prairie","Home and lifestyle","63","1","2020-07-10","22:14:00","Ewallet","8","0.48","63","Evening","Friday","12.56"
"1856","WALM064","Bedford","Fashion accessories","35","1","2022-07-02","18:03:00","Ewallet","6","0.33","35","Evening","Saturday","-15.12"
"1857","WALM042","Bryan","Home and lifestyle","38","2","2022-10-19","19:37:00","Ewallet","6","0.48","76","Evening","Wednesday","-12.44"
